addr,time,after_relax,i,after_write,tmin,tmax,timept
1624,1.0116024017333984,10,12,10,4,8,1
1624,1.0116024017333984,9,13,9,4,8,1
1624,1.0116024017333984,7,14,8,4,8,1
1624,1.0116024017333984,7,15,8,4,8,1
1625,0.9987137317657471,8,0,9,5,9,1
1625,0.9987137317657471,9,1,8,5,9,1
1625,0.9987137317657471,7,2,9,5,9,1
1625,0.9987137317657471,8,3,8,5,9,1
1625,0.9987137317657471,8,4,7,5,9,1
1625,0.9987137317657471,7,5,7,5,9,1
1625,0.9987137317657471,7,6,8,5,9,1
1625,0.9987137317657471,7,7,7,5,9,1
1625,0.9987137317657471,7,8,7,5,9,1
1625,0.9987137317657471,5,9,10,5,9,1
1625,0.9987137317657471,9,10,9,5,9,1
1625,0.9987137317657471,8,11,8,5,9,1
1625,0.9987137317657471,8,12,8,5,9,1
1625,0.9987137317657471,9,13,8,5,9,1
1625,0.9987137317657471,8,14,8,5,9,1
1625,0.9987137317657471,10,15,7,5,9,1
1626,1.0064899921417236,7,0,8,6,10,1
1626,1.0064899921417236,8,1,7,6,10,1
1626,1.0064899921417236,11,2,10,6,10,1
1626,1.0064899921417236,7,3,8,6,10,1
1626,1.0064899921417236,12,4,10,6,10,1
1626,1.0064899921417236,10,5,10,6,10,1
1626,1.0064899921417236,7,6,7,6,10,1
1626,1.0064899921417236,14,7,9,6,10,1
1626,1.0064899921417236,8,8,10,6,10,1
1626,1.0064899921417236,8,9,8,6,10,1
1626,1.0064899921417236,10,10,10,6,10,1
1626,1.0064899921417236,10,11,10,6,10,1
1626,1.0064899921417236,10,12,10,6,10,1
1626,1.0064899921417236,10,13,11,6,10,1
1626,1.0064899921417236,9,14,8,6,10,1
1626,1.0064899921417236,12,15,12,6,10,1
1627,0.994624137878418,10,0,10,7,11,1
1627,0.994624137878418,11,1,10,7,11,1
1627,0.994624137878418,12,2,11,7,11,1
1627,0.994624137878418,10,3,10,7,11,1
1627,0.994624137878418,11,4,10,7,11,1
1627,0.994624137878418,8,5,11,7,11,1
1627,0.994624137878418,10,6,10,7,11,1
1627,0.994624137878418,8,7,8,7,11,1
1627,0.994624137878418,11,8,11,7,11,1
1627,0.994624137878418,11,9,11,7,11,1
1627,0.994624137878418,8,10,8,7,11,1
1627,0.994624137878418,11,11,11,7,11,1
1627,0.994624137878418,10,12,10,7,11,1
1627,0.994624137878418,10,13,10,7,11,1
1627,0.994624137878418,10,14,10,7,11,1
1627,0.994624137878418,7,15,8,7,11,1
1628,1.0002374649047852,10,0,11,8,12,1
1628,1.0002374649047852,8,1,12,8,12,1
1628,1.0002374649047852,11,2,11,8,12,1
1628,1.0002374649047852,13,3,11,8,12,1
1628,1.0002374649047852,10,4,10,8,12,1
1628,1.0002374649047852,12,5,12,8,12,1
1628,1.0002374649047852,9,6,9,8,12,1
1628,1.0002374649047852,12,7,12,8,12,1
1628,1.0002374649047852,9,8,12,8,12,1
1628,1.0002374649047852,13,9,12,8,12,1
1628,1.0002374649047852,10,10,10,8,12,1
1628,1.0002374649047852,10,11,10,8,12,1
1628,1.0002374649047852,11,12,11,8,12,1
1628,1.0002374649047852,9,13,10,8,12,1
1628,1.0002374649047852,15,14,12,8,12,1
1628,1.0002374649047852,8,15,10,8,12,1
1629,1.005899429321289,12,0,11,9,13,1
1629,1.005899429321289,13,1,12,9,13,1
1629,1.005899429321289,12,2,12,9,13,1
1629,1.005899429321289,11,3,11,9,13,1
1629,1.005899429321289,16,4,12,9,13,1
1629,1.005899429321289,13,5,13,9,13,1
1629,1.005899429321289,12,6,13,9,13,1
1629,1.005899429321289,10,7,11,9,13,1
1629,1.005899429321289,13,8,13,9,13,1
1629,1.005899429321289,12,9,12,9,13,1
1629,1.005899429321289,12,10,13,9,13,1
1629,1.005899429321289,10,11,12,9,13,1
1629,1.005899429321289,12,12,12,9,13,1
1629,1.005899429321289,12,13,12,9,13,1
1629,1.005899429321289,15,14,13,9,13,1
1629,1.005899429321289,13,15,13,9,13,1
1630,0.9971885681152344,11,0,12,10,14,1
1630,0.9971885681152344,12,1,12,10,14,1
1630,0.9971885681152344,13,2,13,10,14,1
1630,0.9971885681152344,14,3,14,10,14,1
1630,0.9971885681152344,11,4,12,10,14,1
1630,0.9971885681152344,13,5,12,10,14,1
1630,0.9971885681152344,14,6,13,10,14,1
1630,0.9971885681152344,13,7,13,10,14,1
1630,0.9971885681152344,12,8,12,10,14,1
1630,0.9971885681152344,10,9,12,10,14,1
1630,0.9971885681152344,11,10,6,10,14,1
1630,0.9971885681152344,8,11,12,10,14,1
1630,0.9971885681152344,13,12,13,10,14,1
1630,0.9971885681152344,14,13,14,10,14,1
1630,0.9971885681152344,14,14,14,10,14,1
1630,0.9971885681152344,12,15,12,10,14,1
1631,0.9920434951782227,12,0,13,11,15,1
1631,0.9920434951782227,14,1,14,11,15,1
1631,0.9920434951782227,12,2,13,11,15,1
1631,0.9920434951782227,14,3,13,11,15,1
1631,0.9920434951782227,13,4,13,11,15,1
1631,0.9920434951782227,13,5,13,11,15,1
1631,0.9920434951782227,15,6,13,11,15,1
1631,0.9920434951782227,14,7,14,11,15,1
1631,0.9920434951782227,12,8,14,11,15,1
1631,0.9920434951782227,12,9,14,11,15,1
1631,0.9920434951782227,12,10,13,11,15,1
1631,0.9920434951782227,13,11,14,11,15,1
1631,0.9920434951782227,14,12,14,11,15,1
1631,0.9920434951782227,12,13,12,11,15,1
1631,0.9920434951782227,13,14,14,11,15,1
1631,0.9920434951782227,15,15,13,11,15,1
1632,1.01041579246521,16,0,16,12,16,1
1632,1.01041579246521,12,1,13,12,16,1
1632,1.01041579246521,15,2,17,12,16,1
1632,1.01041579246521,13,3,14,12,16,1
1632,1.01041579246521,13,4,15,12,16,1
1632,1.01041579246521,13,5,14,12,16,1
1632,1.01041579246521,12,6,14,12,16,1
1632,1.01041579246521,12,7,15,12,16,1
1632,1.01041579246521,12,8,14,12,16,1
1632,1.01041579246521,12,9,16,12,16,1
1632,1.01041579246521,12,10,15,12,16,1
1632,1.01041579246521,14,11,15,12,16,1
1632,1.01041579246521,13,12,17,12,16,1
1632,1.01041579246521,10,13,15,12,16,1
1632,1.01041579246521,16,14,15,12,16,1
1632,1.01041579246521,15,15,15,12,16,1
1633,1.0008676052093506,18,0,17,13,17,1
1633,1.0008676052093506,16,1,14,13,17,1
1633,1.0008676052093506,16,2,16,13,17,1
1633,1.0008676052093506,16,3,16,13,17,1
1633,1.0008676052093506,17,4,18,13,17,1
1633,1.0008676052093506,15,5,15,13,17,1
1633,1.0008676052093506,15,6,14,13,17,1
1633,1.0008676052093506,15,7,16,13,17,1
1633,1.0008676052093506,15,8,15,13,17,1
1633,1.0008676052093506,15,9,16,13,17,1
1633,1.0008676052093506,16,10,17,13,17,1
1633,1.0008676052093506,15,11,15,13,17,1
1633,1.0008676052093506,15,12,16,13,17,1
1633,1.0008676052093506,15,13,15,13,17,1
1633,1.0008676052093506,15,14,15,13,17,1
1633,1.0008676052093506,18,15,18,13,17,1
1634,0.9992384910583496,17,0,14,14,18,1
1634,0.9992384910583496,12,1,16,14,18,1
1634,0.9992384910583496,13,2,17,14,18,1
1634,0.9992384910583496,17,3,16,14,18,1
1634,0.9992384910583496,15,4,18,14,18,1
1634,0.9992384910583496,16,5,16,14,18,1
1634,0.9992384910583496,14,6,16,14,18,1
1634,0.9992384910583496,16,7,16,14,18,1
1634,0.9992384910583496,7,8,14,14,18,1
1634,0.9992384910583496,18,9,18,14,18,1
1634,0.9992384910583496,19,10,16,14,18,1
1634,0.9992384910583496,16,11,16,14,18,1
1634,0.9992384910583496,14,12,16,14,18,1
1634,0.9992384910583496,13,13,16,14,18,1
1634,0.9992384910583496,15,14,15,14,18,1
1634,0.9992384910583496,10,15,15,14,18,1
1635,0.9974124431610107,14,0,18,15,19,1
1635,0.9974124431610107,15,1,18,15,19,1
1635,0.9974124431610107,17,2,17,15,19,1
1635,0.9974124431610107,18,3,18,15,19,1
1635,0.9974124431610107,12,4,16,15,19,1
1635,0.9974124431610107,16,5,18,15,19,1
1635,0.9974124431610107,14,6,18,15,19,1
1635,0.9974124431610107,16,7,16,15,19,1
1635,0.9974124431610107,14,8,14,15,19,1
1635,0.9974124431610107,18,9,18,15,19,1
1635,0.9974124431610107,17,10,16,15,19,1
1635,0.9974124431610107,19,11,18,15,19,1
1635,0.9974124431610107,18,12,18,15,19,1
1635,0.9974124431610107,18,13,19,15,19,1
1635,0.9974124431610107,12,14,18,15,19,1
1635,0.9974124431610107,18,15,18,15,19,1
1636,1.0101804733276367,18,0,18,16,20,1
1636,1.0101804733276367,18,1,18,16,20,1
1636,1.0101804733276367,12,2,20,16,20,1
1636,1.0101804733276367,18,3,18,16,20,1
1636,1.0101804733276367,19,4,20,16,20,1
1636,1.0101804733276367,14,5,18,16,20,1
1636,1.0101804733276367,16,6,18,16,20,1
1636,1.0101804733276367,20,7,21,16,20,1
1636,1.0101804733276367,19,8,20,16,20,1
1636,1.0101804733276367,19,9,20,16,20,1
1636,1.0101804733276367,14,10,18,16,20,1
1636,1.0101804733276367,18,11,18,16,20,1
1636,1.0101804733276367,19,12,19,16,20,1
1636,1.0101804733276367,18,13,19,16,20,1
1636,1.0101804733276367,19,14,20,16,20,1
1636,1.0101804733276367,14,15,20,16,20,1
1637,1.0048024654388428,24,0,20,17,21,1
1637,1.0048024654388428,18,1,18,17,21,1
1637,1.0048024654388428,18,2,20,17,21,1
1637,1.0048024654388428,20,3,20,17,21,1
1637,1.0048024654388428,19,4,19,17,21,1
1637,1.0048024654388428,19,5,20,17,21,1
1637,1.0048024654388428,18,6,18,17,21,1
1637,1.0048024654388428,22,7,21,17,21,1
1637,1.0048024654388428,15,8,20,17,21,1
1637,1.0048024654388428,16,9,20,17,21,1
1637,1.0048024654388428,18,10,21,17,21,1
1637,1.0048024654388428,20,11,20,17,21,1
1637,1.0048024654388428,20,12,20,17,21,1
1637,1.0048024654388428,20,13,20,17,21,1
1637,1.0048024654388428,26,14,18,17,21,1
1637,1.0048024654388428,18,15,18,17,21,1
1638,1.0062580108642578,20,0,20,18,22,1
1638,1.0062580108642578,19,1,19,18,22,1
1638,1.0062580108642578,22,2,22,18,22,1
1638,1.0062580108642578,20,3,20,18,22,1
1638,1.0062580108642578,18,4,20,18,22,1
1638,1.0062580108642578,23,5,23,18,22,1
1638,1.0062580108642578,20,6,21,18,22,1
1638,1.0062580108642578,18,7,21,18,22,1
1638,1.0062580108642578,19,8,19,18,22,1
1638,1.0062580108642578,18,9,21,18,22,1
1638,1.0062580108642578,18,10,22,18,22,1
1638,1.0062580108642578,20,11,20,18,22,1
1638,1.0062580108642578,18,12,22,18,22,1
1638,1.0062580108642578,18,13,21,18,22,1
1638,1.0062580108642578,22,14,22,18,22,1
1638,1.0062580108642578,22,15,22,18,22,1
1639,1.00032377243042,21,0,21,19,23,1
1639,1.00032377243042,22,1,22,19,23,1
1639,1.00032377243042,23,2,22,19,23,1
1639,1.00032377243042,22,3,20,19,23,1
1639,1.00032377243042,21,4,23,19,23,1
1639,1.00032377243042,25,5,22,19,23,1
1639,1.00032377243042,21,6,22,19,23,1
1639,1.00032377243042,24,7,22,19,23,1
1639,1.00032377243042,20,8,20,19,23,1
1639,1.00032377243042,23,9,23,19,23,1
1639,1.00032377243042,18,10,21,19,23,1
1639,1.00032377243042,22,11,22,19,23,1
1639,1.00032377243042,21,12,22,19,23,1
1639,1.00032377243042,25,13,20,19,23,1
1639,1.00032377243042,20,14,22,19,23,1
1639,1.00032377243042,21,15,22,19,23,1
1640,0.9933726787567139,25,0,23,20,24,1
1640,0.9933726787567139,21,1,24,20,24,1
1640,0.9933726787567139,15,2,23,20,24,1
1640,0.9933726787567139,20,3,22,20,24,1
1640,0.9933726787567139,23,4,23,20,24,1
1640,0.9933726787567139,17,5,21,20,24,1
1640,0.9933726787567139,25,6,24,20,24,1
1640,0.9933726787567139,21,7,22,20,24,1
1640,0.9933726787567139,21,8,24,20,24,1
1640,0.9933726787567139,23,9,23,20,24,1
1640,0.9933726787567139,25,10,25,20,24,1
1640,0.9933726787567139,24,11,24,20,24,1
1640,0.9933726787567139,22,12,22,20,24,1
1640,0.9933726787567139,20,13,22,20,24,1
1640,0.9933726787567139,23,14,23,20,24,1
1640,0.9933726787567139,24,15,23,20,24,1
1641,0.9927728176116943,26,0,24,21,25,1
1641,0.9927728176116943,22,1,22,21,25,1
1641,0.9927728176116943,23,2,23,21,25,1
1641,0.9927728176116943,24,3,24,21,25,1
1641,0.9927728176116943,23,4,23,21,25,1
1641,0.9927728176116943,23,5,24,21,25,1
1641,0.9927728176116943,25,6,25,21,25,1
1641,0.9927728176116943,30,7,24,21,25,1
1641,0.9927728176116943,24,8,24,21,25,1
1641,0.9927728176116943,24,9,24,21,25,1
1641,0.9927728176116943,24,10,23,21,25,1
1641,0.9927728176116943,23,11,23,21,25,1
1641,0.9927728176116943,24,12,24,21,25,1
1641,0.9927728176116943,25,13,22,21,25,1
1641,0.9927728176116943,26,14,24,21,25,1
1641,0.9927728176116943,24,15,24,21,25,1
1642,0.9879732131958008,26,0,25,22,26,1
1642,0.9879732131958008,22,1,23,22,26,1
1642,0.9879732131958008,25,2,25,22,26,1
1642,0.9879732131958008,24,3,26,22,26,1
1642,0.9879732131958008,25,4,20,22,26,1
1642,0.9879732131958008,24,5,24,22,26,1
1642,0.9879732131958008,24,6,26,22,26,1
1642,0.9879732131958008,24,7,24,22,26,1
1642,0.9879732131958008,24,8,24,22,26,1
1642,0.9879732131958008,23,9,24,22,26,1
1642,0.9879732131958008,24,10,24,22,26,1
1642,0.9879732131958008,24,11,25,22,26,1
1642,0.9879732131958008,25,12,26,22,26,1
1642,0.9879732131958008,28,13,26,22,26,1
1642,0.9879732131958008,26,14,26,22,26,1
1642,0.9879732131958008,21,15,24,22,26,1
1643,0.9984011650085449,25,0,23,23,27,1
1643,0.9984011650085449,24,1,23,23,27,1
1643,0.9984011650085449,26,2,26,23,27,1
1643,0.9984011650085449,26,3,25,23,27,1
1643,0.9984011650085449,26,4,26,23,27,1
1643,0.9984011650085449,22,5,24,23,27,1
1643,0.9984011650085449,27,6,27,23,27,1
1643,0.9984011650085449,24,7,26,23,27,1
1643,0.9984011650085449,26,8,24,23,27,1
1643,0.9984011650085449,24,9,27,23,27,1
1643,0.9984011650085449,26,10,26,23,27,1
1643,0.9984011650085449,26,11,26,23,27,1
1643,0.9984011650085449,27,12,27,23,27,1
1643,0.9984011650085449,26,13,26,23,27,1
1643,0.9984011650085449,24,14,26,23,27,1
1643,0.9984011650085449,26,15,26,23,27,1
1644,1.0116422176361084,22,0,26,24,28,1
1644,1.0116422176361084,26,1,27,24,28,1
1644,1.0116422176361084,27,2,28,24,28,1
1644,1.0116422176361084,28,3,28,24,28,1
1644,1.0116422176361084,26,4,26,24,28,1
1644,1.0116422176361084,26,5,27,24,28,1
1644,1.0116422176361084,24,6,24,24,28,1
1644,1.0116422176361084,18,7,26,24,28,1
1644,1.0116422176361084,26,8,26,24,28,1
1644,1.0116422176361084,24,9,28,24,28,1
1644,1.0116422176361084,26,10,26,24,28,1
1644,1.0116422176361084,26,11,27,24,28,1
1644,1.0116422176361084,26,12,31,24,28,1
1644,1.0116422176361084,28,13,28,24,28,1
1644,1.0116422176361084,20,14,18,24,28,1
1644,1.0116422176361084,26,15,28,24,28,1
1645,1.0069341659545898,30,0,28,25,29,1
1645,1.0069341659545898,28,1,28,25,29,1
1645,1.0069341659545898,27,2,27,25,29,1
1645,1.0069341659545898,30,3,30,25,29,1
1645,1.0069341659545898,28,4,26,25,29,1
1645,1.0069341659545898,26,5,24,25,29,1
1645,1.0069341659545898,29,6,28,25,29,1
1645,1.0069341659545898,26,7,29,25,29,1
1645,1.0069341659545898,29,8,29,25,29,1
1645,1.0069341659545898,25,9,28,25,29,1
1645,1.0069341659545898,27,10,27,25,29,1
1645,1.0069341659545898,27,11,26,25,29,1
1645,1.0069341659545898,29,12,28,25,29,1
1645,1.0069341659545898,27,13,26,25,29,1
1645,1.0069341659545898,28,14,29,25,29,1
1645,1.0069341659545898,26,15,26,25,29,1
1646,1.0015912055969238,30,0,28,26,30,1
1646,1.0015912055969238,27,1,28,26,30,1
1646,1.0015912055969238,28,2,29,26,30,1
1646,1.0015912055969238,29,3,30,26,30,1
1646,1.0015912055969238,29,4,33,26,30,1
1646,1.0015912055969238,32,5,30,26,30,1
1646,1.0015912055969238,29,6,29,26,30,1
1646,1.0015912055969238,29,7,28,26,30,1
1646,1.0015912055969238,23,8,28,26,30,1
1646,1.0015912055969238,28,9,28,26,30,1
1646,1.0015912055969238,29,10,29,26,30,1
1646,1.0015912055969238,28,11,28,26,30,1
1646,1.0015912055969238,17,12,29,26,30,1
1646,1.0015912055969238,32,13,29,26,30,1
1646,1.0015912055969238,32,14,31,26,30,1
1646,1.0015912055969238,26,15,28,26,30,1
1647,1.010993480682373,29,0,29,27,31,1
1647,1.010993480682373,28,1,31,27,31,1
1647,1.010993480682373,30,2,30,27,31,1
1647,1.010993480682373,31,3,29,27,31,1
1647,1.010993480682373,30,4,31,27,31,1
1647,1.010993480682373,30,5,31,27,31,1
1647,1.010993480682373,29,6,26,27,31,1
1647,1.010993480682373,29,7,28,27,31,1
1647,1.010993480682373,29,8,31,27,31,1
1647,1.010993480682373,29,9,30,27,31,1
1647,1.010993480682373,28,10,28,27,31,1
1647,1.010993480682373,30,11,30,27,31,1
1647,1.010993480682373,30,12,30,27,31,1
1647,1.010993480682373,30,13,30,27,31,1
1647,1.010993480682373,27,14,29,27,31,1
1647,1.010993480682373,30,15,28,27,31,1
1648,1.0006911754608154,31,0,30,28,32,1
1648,1.0006911754608154,32,1,29,28,32,1
1648,1.0006911754608154,28,2,30,28,32,1
1648,1.0006911754608154,29,3,30,28,32,1
1648,1.0006911754608154,30,4,31,28,32,1
1648,1.0006911754608154,26,5,31,28,32,1
1648,1.0006911754608154,28,6,30,28,32,1
1648,1.0006911754608154,31,7,31,28,32,1
1648,1.0006911754608154,30,8,28,28,32,1
1648,1.0006911754608154,29,9,32,28,32,1
1648,1.0006911754608154,33,10,32,28,32,1
1648,1.0006911754608154,30,11,31,28,32,1
1648,1.0006911754608154,31,12,31,28,32,1
1648,1.0006911754608154,30,13,29,28,32,1
1648,1.0006911754608154,29,14,30,28,32,1
1648,1.0006911754608154,31,15,30,28,32,1
1649,0.9954559803009033,31,0,33,29,33,1
1649,0.9954559803009033,31,1,31,29,33,1
1649,0.9954559803009033,31,2,31,29,33,1
1649,0.9954559803009033,36,3,33,29,33,1
1649,0.9954559803009033,32,4,32,29,33,1
1649,0.9954559803009033,30,5,31,29,33,1
1649,0.9954559803009033,33,6,31,29,33,1
1649,0.9954559803009033,32,7,32,29,33,1
1649,0.9954559803009033,34,8,32,29,33,1
1649,0.9954559803009033,26,9,33,29,33,1
1649,0.9954559803009033,30,10,32,29,33,1
1649,0.9954559803009033,33,11,32,29,33,1
1649,0.9954559803009033,31,12,32,29,33,1
1649,0.9954559803009033,33,13,32,29,33,1
1649,0.9954559803009033,35,14,32,29,33,1
1649,0.9954559803009033,26,15,31,29,33,1
1650,1.0036957263946533,31,0,31,30,34,1
1650,1.0036957263946533,34,1,34,30,34,1
1650,1.0036957263946533,32,2,30,30,34,1
1650,1.0036957263946533,31,3,32,30,34,1
1650,1.0036957263946533,32,4,32,30,34,1
1650,1.0036957263946533,34,5,33,30,34,1
1650,1.0036957263946533,35,6,35,30,34,1
1650,1.0036957263946533,35,7,31,30,34,1
1650,1.0036957263946533,36,8,36,30,34,1
1650,1.0036957263946533,32,9,31,30,34,1
1650,1.0036957263946533,32,10,32,30,34,1
1650,1.0036957263946533,34,11,32,30,34,1
1650,1.0036957263946533,34,12,33,30,34,1
1650,1.0036957263946533,34,13,30,30,34,1
1650,1.0036957263946533,34,14,34,30,34,1
1650,1.0036957263946533,34,15,33,30,34,1
1651,1.0100853443145752,33,0,34,31,35,1
1651,1.0100853443145752,34,1,34,31,35,1
1651,1.0100853443145752,32,2,33,31,35,1
1651,1.0100853443145752,32,3,32,31,35,1
1651,1.0100853443145752,33,4,34,31,35,1
1651,1.0100853443145752,33,5,33,31,35,1
1651,1.0100853443145752,31,6,35,31,35,1
1651,1.0100853443145752,34,7,35,31,35,1
1651,1.0100853443145752,33,8,33,31,35,1
1651,1.0100853443145752,32,9,35,31,35,1
1651,1.0100853443145752,32,10,34,31,35,1
1651,1.0100853443145752,30,11,34,31,35,1
1651,1.0100853443145752,34,12,34,31,35,1
1651,1.0100853443145752,33,13,34,31,35,1
1651,1.0100853443145752,31,14,33,31,35,1
1651,1.0100853443145752,36,15,34,31,35,1
1652,1.0094428062438965,36,0,35,32,36,1
1652,1.0094428062438965,36,1,35,32,36,1
1652,1.0094428062438965,36,2,34,32,36,1
1652,1.0094428062438965,34,3,35,32,36,1
1652,1.0094428062438965,34,4,35,32,36,1
1652,1.0094428062438965,35,5,35,32,36,1
1652,1.0094428062438965,32,6,33,32,36,1
1652,1.0094428062438965,35,7,34,32,36,1
1652,1.0094428062438965,34,8,32,32,36,1
1652,1.0094428062438965,34,9,35,32,36,1
1652,1.0094428062438965,32,10,34,32,36,1
1652,1.0094428062438965,34,11,34,32,36,1
1652,1.0094428062438965,34,12,35,32,36,1
1652,1.0094428062438965,32,13,34,32,36,1
1652,1.0094428062438965,34,14,34,32,36,1
1652,1.0094428062438965,40,15,36,32,36,1
1653,1.0082988739013672,35,0,36,33,37,1
1653,1.0082988739013672,32,1,35,33,37,1
1653,1.0082988739013672,35,2,36,33,37,1
1653,1.0082988739013672,34,3,34,33,37,1
1653,1.0082988739013672,35,4,34,33,37,1
1653,1.0082988739013672,37,5,36,33,37,1
1653,1.0082988739013672,35,6,36,33,37,1
1653,1.0082988739013672,32,7,36,33,37,1
1653,1.0082988739013672,35,8,36,33,37,1
1653,1.0082988739013672,34,9,36,33,37,1
1653,1.0082988739013672,35,10,34,33,37,1
1653,1.0082988739013672,36,11,36,33,37,1
1653,1.0082988739013672,36,12,36,33,37,1
1653,1.0082988739013672,32,13,34,33,37,1
1653,1.0082988739013672,35,14,36,33,37,1
1653,1.0082988739013672,35,15,36,33,37,1
1654,1.0070152282714844,37,0,36,34,38,1
1654,1.0070152282714844,39,1,39,34,38,1
1654,1.0070152282714844,34,2,38,34,38,1
1654,1.0070152282714844,36,3,36,34,38,1
1654,1.0070152282714844,38,4,38,34,38,1
1654,1.0070152282714844,36,5,37,34,38,1
1654,1.0070152282714844,34,6,35,34,38,1
1654,1.0070152282714844,37,7,37,34,38,1
1654,1.0070152282714844,38,8,36,34,38,1
1654,1.0070152282714844,37,9,36,34,38,1
1654,1.0070152282714844,39,10,36,34,38,1
1654,1.0070152282714844,36,11,36,34,38,1
1654,1.0070152282714844,36,12,38,34,38,1
1654,1.0070152282714844,37,13,37,34,38,1
1654,1.0070152282714844,34,14,36,34,38,1
1654,1.0070152282714844,35,15,36,34,38,1
1655,1.0022687911987305,38,0,38,35,39,1
1655,1.0022687911987305,38,1,38,35,39,1
1655,1.0022687911987305,36,2,36,35,39,1
1655,1.0022687911987305,37,3,37,35,39,1
1655,1.0022687911987305,34,4,38,35,39,1
1655,1.0022687911987305,38,5,38,35,39,1
1655,1.0022687911987305,36,6,38,35,39,1
1655,1.0022687911987305,38,7,39,35,39,1
1655,1.0022687911987305,36,8,38,35,39,1
1655,1.0022687911987305,37,9,38,35,39,1
1655,1.0022687911987305,36,10,37,35,39,1
1655,1.0022687911987305,38,11,38,35,39,1
1655,1.0022687911987305,37,12,38,35,39,1
1655,1.0022687911987305,37,13,37,35,39,1
1655,1.0022687911987305,36,14,38,35,39,1
1655,1.0022687911987305,38,15,38,35,39,1
1656,1.0032761096954346,39,0,39,36,40,1
1656,1.0032761096954346,40,1,40,36,40,1
1656,1.0032761096954346,40,2,41,36,40,1
1656,1.0032761096954346,39,3,39,36,40,1
1656,1.0032761096954346,38,4,39,36,40,1
1656,1.0032761096954346,39,5,39,36,40,1
1656,1.0032761096954346,39,6,40,36,40,1
1656,1.0032761096954346,39,7,40,36,40,1
1656,1.0032761096954346,39,8,37,36,40,1
1656,1.0032761096954346,39,9,37,36,40,1
1656,1.0032761096954346,39,10,40,36,40,1
1656,1.0032761096954346,37,11,37,36,40,1
1656,1.0032761096954346,40,12,40,36,40,1
1656,1.0032761096954346,37,13,38,36,40,1
1656,1.0032761096954346,37,14,40,36,40,1
1656,1.0032761096954346,39,15,39,36,40,1
1657,0.9906313419342041,39,0,39,37,41,1
1657,0.9906313419342041,40,1,40,37,41,1
1657,0.9906313419342041,37,2,38,37,41,1
1657,0.9906313419342041,40,3,40,37,41,1
1657,0.9906313419342041,40,4,39,37,41,1
1657,0.9906313419342041,39,5,36,37,41,1
1657,0.9906313419342041,38,6,38,37,41,1
1657,0.9906313419342041,40,7,41,37,41,1
1657,0.9906313419342041,41,8,39,37,41,1
1657,0.9906313419342041,42,9,41,37,41,1
1657,0.9906313419342041,40,10,38,37,41,1
1657,0.9906313419342041,40,11,40,37,41,1
1657,0.9906313419342041,40,12,41,37,41,1
1657,0.9906313419342041,39,13,39,37,41,1
1657,0.9906313419342041,41,14,41,37,41,1
1657,0.9906313419342041,39,15,40,37,41,1
1658,0.9954216480255127,40,0,41,38,42,1
1658,0.9954216480255127,39,1,38,38,42,1
1658,0.9954216480255127,39,2,39,38,42,1
1658,0.9954216480255127,40,3,41,38,42,1
1658,0.9954216480255127,42,4,40,38,42,1
1658,0.9954216480255127,40,5,40,38,42,1
1658,0.9954216480255127,40,6,41,38,42,1
1658,0.9954216480255127,40,7,41,38,42,1
1658,0.9954216480255127,41,8,41,38,42,1
1658,0.9954216480255127,42,9,42,38,42,1
1658,0.9954216480255127,40,10,39,38,42,1
1658,0.9954216480255127,41,11,41,38,42,1
1658,0.9954216480255127,40,12,39,38,42,1
1658,0.9954216480255127,39,13,40,38,42,1
1658,0.9954216480255127,40,14,40,38,42,1
1658,0.9954216480255127,41,15,40,38,42,1
1659,1.0092310905456543,38,0,38,39,43,1
1659,1.0092310905456543,43,1,42,39,43,1
1659,1.0092310905456543,39,2,42,39,43,1
1659,1.0092310905456543,40,3,40,39,43,1
1659,1.0092310905456543,42,4,42,39,43,1
1659,1.0092310905456543,39,5,42,39,43,1
1659,1.0092310905456543,41,6,42,39,43,1
1659,1.0092310905456543,42,7,42,39,43,1
1659,1.0092310905456543,42,8,42,39,43,1
1659,1.0092310905456543,41,9,40,39,43,1
1659,1.0092310905456543,42,10,42,39,43,1
1659,1.0092310905456543,42,11,42,39,43,1
1659,1.0092310905456543,43,12,43,39,43,1
1659,1.0092310905456543,36,13,42,39,43,1
1659,1.0092310905456543,41,14,42,39,43,1
1659,1.0092310905456543,40,15,42,39,43,1
1660,1.007796287536621,42,0,42,40,44,1
1660,1.007796287536621,42,1,43,40,44,1
1660,1.007796287536621,42,2,42,40,44,1
1660,1.007796287536621,43,3,44,40,44,1
1660,1.007796287536621,43,4,41,40,44,1
1660,1.007796287536621,43,5,42,40,44,1
1660,1.007796287536621,43,6,44,40,44,1
1660,1.007796287536621,40,7,42,40,44,1
1660,1.007796287536621,43,8,43,40,44,1
1660,1.007796287536621,40,9,41,40,44,1
1660,1.007796287536621,43,10,43,40,44,1
1660,1.007796287536621,44,11,42,40,44,1
1660,1.007796287536621,44,12,43,40,44,1
1660,1.007796287536621,42,13,42,40,44,1
1660,1.007796287536621,44,14,44,40,44,1
1660,1.007796287536621,42,15,42,40,44,1
1661,1.0094046592712402,44,0,44,41,45,1
1661,1.0094046592712402,42,1,42,41,45,1
1661,1.0094046592712402,40,2,43,41,45,1
1661,1.0094046592712402,44,3,44,41,45,1
1661,1.0094046592712402,42,4,40,41,45,1
1661,1.0094046592712402,44,5,43,41,45,1
